id,userName,score,date,thumbsUp,replyDate,version,text,replyText,url
"96d03e19-3332-429c-be68-17939f20d3f8","Pubudu pathirana","1","2026-05-23T03:39:57.336Z","0",,"1.434.9","Prompt is not supported. It is not the image we upload that is created. The web is also acting crazy. It would be better if the web was the way it was before. It will only waste our credits.😨😨😨😨🤢🤮",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=96d03e19-3332-429c-be68-17939f20d3f8"
"d9275077-8306-47aa-8f92-9ffe318cfd4a","Serenity Diaries","1","2026-05-23T02:58:35.689Z","0",,"1.434.9","its getting worst.",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=d9275077-8306-47aa-8f92-9ffe318cfd4a"
"02d3fd4d-7aa1-4f9e-93a4-c42f9f07e27e","Hamzamg","5","2026-05-23T01:31:35.874Z","1",,"1.434.9","absolutely grate the only problem is the subscription it's a bit high for india and indian young flim/content creater",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=02d3fd4d-7aa1-4f9e-93a4-c42f9f07e27e"
"01296519-697f-4927-8d4a-39559adbe5fa","Obsidian Bird","5","2026-05-22T23:40:53.159Z","1",,"1.434.9","awesome application i love it",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=01296519-697f-4927-8d4a-39559adbe5fa"
"205a6104-e551-4eee-82e7-d7e1202df08a","Victor Hagane","1","2026-05-22T23:30:56.245Z","2",,"1.434.9","The safety filters are extremely restrictive. I am trying to create some Cyberpunk style anime characters for a SFW comic I'm writing for myself in order to exercise my English writing. Their outfits aren't very revealing but yet, if a little skin is visible on the legs for example, or the outfit is tight your useless safety filters automatically think the character is underage, a prominent person, A REAL PERSON. HOW AN ANIME CHARACTER CAN BE A REAL PERSON?? All my characters are over 23.",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=205a6104-e551-4eee-82e7-d7e1202df08a"
"e2bf90be-42e4-4bad-959a-be44bc863069","Lovely Lyly","1","2026-05-22T22:24:59.100Z","0",,"1.434.9","Google lab version MUCH BETTER THAN THIS",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=e2bf90be-42e4-4bad-959a-be44bc863069"
"ecad61b6-c6c5-4ad0-9a5f-b889a3569a74","Arfat Rayeen","1","2026-05-22T21:08:06.330Z","0",,"1.434.9","app was not working",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=ecad61b6-c6c5-4ad0-9a5f-b889a3569a74"
"475aeb0c-845a-4f85-87a5-1c29c1bbd1d3","Amar Ahmed","1","2026-05-22T19:26:35.318Z","0",,"1.434.9","When generating videos from images the videos don't appear this always happens after generation",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=475aeb0c-845a-4f85-87a5-1c29c1bbd1d3"
"0962b5a3-729f-4bbe-8d6d-fba3b74b19b6","عوض سعيد","5","2026-05-22T17:03:15.191Z","0",,"1.434.9","تطبيق رائع",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=0962b5a3-729f-4bbe-8d6d-fba3b74b19b6"
"fe810d87-c7c5-4f7f-9479-448e498f37e7","BHOYA JITEN","5","2026-05-22T14:26:56.877Z","0",,"1.434.9","Incredible",,"https://play.google.com/store/apps/details?id=com.google.android.apps.labs.whisk&reviewId=fe810d87-c7c5-4f7f-9479-448e498f37e7"
